Metin;Durum
4 adet gözlük sipariş etmiştim 1 üçlü bayan gözlük 1 erkek gözlük siparişi vermiştim 3 bayan gözlükleri geldi fakat erkek gözlük gelmedi;0
Ürün yamuk geldi kafanıza takamıyorsunuz sapı kısa kalıyor kulağa yetişmiyor küçük yüzlüler beğenebilir bu fiyata çok iyi birşey beklemeyin;0
Çok kötü. 3 al 1 öde kampanyasından seçtim ama oyuncak gözlük gibi ,camları doğru düzgün yerleştirilmemiş berbat;0
bune ya cocuk gözlüğü gibi kalitesiz inanmayın arkadaşlar urun pazarda satılanlardan bile kalitesiz ve farkli;0
acayip kötü paketleme ve göründüğü kadar iyi değilmiş pişman oldum çok kısa durdu satıcıdan daha iyisini beklerdim;0
Tek kelime ile İĞRENÇ.. hiç memnun kalmadım özellikle kargolamasını hiç beğenmedim gözlüğün kutusunu bile bant ile yapıştırmışlar içindeki gözlük silme bezi de bir penye parçayı kesip koymuşlar kesinlikle almayın tavsiye etmem;0
bu cok iyi kaliteli falan yazanlar ilk defa günes gözlüğü görüyor sanırım , ne rengi aynı ne tipi , bilerek tek fotograf koyulmus , alıp paranızı zamanınızı harcamayın , iade edecegim;0
bu ürünü sipariş vermistim beşgen seklinde geldi. fakat genede begendim fiyatina gore kaliteli ve cok hos duruyor;0
Bayan yada çocuk icin alinabilecek bir ürün,benim yuzume cok kucuk geldi gozluk sapi kulagimin arkasina zor yetisiyor.;0
görseldeki ürün gelmiyor bildiğiniz yuvarlak bi gözlük gönderiyolar ortadaki burun kısmı da biraz uzun gözlük dışarda kalıyo;0
Hıc begenmedım burunu tutması ıcın olan plastık aparatın bıtanesı yoktu halıyle burnumu cok acıttı egık buyuk bısey geldı bnde cope attım haberınız olsun;0
Sokak satıcılarındaki dandik gözlüklerden hiçbir farkı yok. Evet zaten uygun fiyatlı diye kaliteli bir şey beklemiyordum ama bu da cidden takıp kullanılamayacak kadar kötü. Araç kullanırken kesinlikle takmayın kaza yapma riskiniz artar;0
cok dandik bi urun cocuk gozlugu gibi kadinlarda guzel durabilir ama erkekler kesinlikle uzak dursun derim;0
bu ürünü de göründüğü gibi değil arkadaşlar çok sahte bir ürün çin malı daha kaliteli yani seyhar satıcı daha kaliteli ürün bulursunuz bu site güveniyorum sizlerde güvenmeyin;0
iki gün kullandık ortadan kırıldı sürekli arabada duruyordu çantada falan da değil çok adi bi ürün kesinlikle tavsiye etmem. dışarda on liraya satılanlar daha kaliteli;0
Ürünü farklı göndermişler. Hiç hoş olmayan bir gözlük geldi. Ellerinde kalmadı galiba ama keşke stokta kalmadı diye belirtselermiş. Ayrıca kargo aynı şehirde olmama rağmen 2 haftada geldi. Benim için tam bir hayal kırıklığı ????;0
ürün fiyatına göre iyi ama kutusu falan hiç beğenmedim gözlüğe ait bir kabı olmalıydı bence laylona sarılıp gönderilmesi hiç hoş değil;0
Ürün kesinlikle göründüğü gibi gelmiyor. Çerçevede çok fazla çizik vardı .1 yıldızı bile hak etmiyor. Paketlemesi özenli değildi ezilmiş bir karton kutu içinde geldi.Max 20 -25 liralık bir gözlük Tavsiye etmiyorum kesinlikle ALMAYINN!!;0
yani normal, çok guzel bir şey beklemeyin ürün dandik bir ambalaj ve dandik bir gözlük bezi ile geldi. gözlüğün kendisi de idare eder;0
Görüntüye güvenip de satın aldım fakat aldanmamak gerekirmiş. Çerçevesi siyah değil haki rengi, kalitesi düşük ve ebatı çok küçük. Kolay gelsin bu sondu.;0
resimdeki gözlük gelmedi Garanti belgesi y London marka garanti belgesi geldi kutu polo ama gözlük daha farklı bir marka;0
Ürün görseldeki gibi tam yuvarlak degil 6gen. Geliyor sanki cocuk gözlügü gibi ve kücük minyon yüzlüyseniz size göre .;0
Gözlük çerçevesi yamuk, cam çerçeveye oturmamış, kenarları açık durmuyor, gözlük tam bir oyuncak;0
Ürün fotoğraftakiyle aynı değil, 2 tane gözlük almama rağmen bir tane gözlük kutusu ve bir tane gözlük bezi geldi.;0
cok kötü 2-3 kullanimda kulak arkasina gelen plastik parca cikti.Camlari görüş özelliği iyi değil.Dördüncü kez takamadım..;0
Bu ürün beş para etmez sokakta tezgahta satılan ürünler bile bunlar-dan iyi trendyol gibi bir firmanın böyle dandik firmalarla çalışmasıda ayrıca düşündürücü birdaha trend yol mu asla ve katta kaliteli satıcılarla çalışmadığı sürece birdaha alışveriş yapmayacağım hiç kimseye de tavsiye etmem;0
tek kelime ile saçmalık gözlüğün her yeri yamuk ne mesajlarıma baktınız ne düzgün mal yolluyorsunuz iadeye yollayacağım;0
Çerçevesi resimde siyah gözüktüğü halde gümüş geldi ve camları da siyah söylememe rağmen mor geldi hiç memnun kalmadım;0
Fotoğraftakinden farklı ve sapları yamuk çıktı 1 yıldız bile fazla;0
malesef hiç beğenmedim iade edeceğim bujiteri gözlükleri gibi iki kullanımdan sonra kırılacak gibi duruyor;0
Camları çerçeveden düşmüş geldi, takamadım. İade işlemlerimide aevmesiğim için öylece kaldı, kıllanamıyoeum;0
Kargodan ne garanti belgesi ne de fatura çıktı. E-faturam bile yok. Gözlük balonlu naylon poşete sarılmış gönderilmişti. Gerçekten çok kalitesiz duruyor. Taktığımda gözlerimi ağrıttı. Verilen puanına ve yorumlarına güvenerek almıştım ama hiç yorum veya puanına orantılı bir ürün gelmedi.;0
Arkadaşlar eğer bu yorumlara bakıyorsunuz allah aşkına paranıza yazık gözlük 4 sınıf kalite, yamuk , kağıt karton da geliyor ve göz sağlığı için 0 kalite taktığınızda bulanık gösteriyor UMARIM DİKKATE ALIRISINIZ;0
ürün yamuk geldi. indirimde uygun fiyata almıştım fakat iyiki indirimde almışım. cok kaliteli bir gözlük beklemeyin. gözümde biri aşağıda duruyor biri yukarıda. Ve gozlukcude düzeltilecek gibi de değil malesef.;0
Ürün camı çizik içinde ve kalitesiz neden insanları kandırıyorsunuz indirim yaptınız neden defolu ürünleri insanlra satmak için maduriyetimi giderin ve insanlara satmayın böyle ürünleri;0
kalitesiz bir gözlük aldığıma pişman oldum. İlk başta fiyat 390 tl indirim diye gösteriyordu şimdi ise 69 tl ne kadar ...... bir uygulama ilk defa alış veriş yaptım ben ,siz yapmayın hatalı ürünler geliyor .;0
ürün kalitesi orta altı ama ürünün sarılmış kutu parcalarina konulması tam bir rezaletti. kutu yok temizleme mendili yok sarılmış karton parçası içine konulmuş rezalet.;0
Böyle bi yer olduğunu yeni öğrendim ama aylar önce aldığım ürün hala elime ulaşmadı kargo şirketini aradığımda ise sürekli bahane ürettiler ve para iadesi olmadı yardımcı olabilecek var mı acaba;0
Ürün tam bi hayal kırıklığı 1 haftadır kargo teslim edilmedi çıkış şubesine verilip verilmediğinden bile emin değilim kargo çıktı dio takip no var ama ulaşan kargo yok 3 kez aradım kayıt bıraktım 1 hafta bekleyin diyorlar gelmesin arkadaş gelmesin !!! Paramı iade edin sadece !;0
15. Günün sonunda kargo geldi cam değil bildigin plastıkti dayanaksız birşey ve küçük paranızı daha iyi şeylere harcamanızı isterim bende iade ediyorum zaten;0
Kulpları çok dandik güzel kapanıp açılmıyor kırılacakmış hissiyatı veriyor. Görüntü şekil ok ama biraz daha dayanıklı havası olsa güzel derdim.;0
Ürün çok kötü. Kullanılacak gibi değil. Baya kalitesiz. Önünü görmeni bile engelliyor. Önündeki cam plastik ve bunu hissettiriyor. Burna gelen kısmının mesafesi çok fazla. Asla verdiğin paraya değmez. 10 lira bile çok buna. Gerçekten aldığıma çok pişmanım. Kesinlikle almayın;0
resmine ve yorumlar bakarak aldım. ürün çok küçük oyuncak gibi kutusu yok çok pişman oldum yetkili firmadan hemen bu gözlüklerin kutusunu istiyorum ne için de muhafaza edebilirim zaten çok kaliteli değil;0
almayın arkadaşlar internetten gözlük??öyle ki gözlüğün garanti belgesi yerine saat garanti belgesi vardi icinde.gozlukte bi bujiteriden alsanız daha kaliteli olurdu.baska birşey diyemiyorum ??almayın ltfn.hayır birde süper falan yazan olmuş yoruma cok kaliteli vauvv diye.o kadar kötü ki iade icin bile uğraşamadım.zahmetime yazik.attım.param çöpe gitti sadece.almayin.;0
Gözlüğü kendime aldım 10 yaşındaki kızıma tam oldu bunu göze alarak almıştım zaten yani bana olmazsa kızım takar demiştim ama kalite olarak beklentimin çok altında çıktı geri iade sürecini başlattım inşaallah sorunsuz iade olur;0
Kalite olarak beklediğimin çok çok altında ve ciddî manada defolar var eşime hediye olarak sipariş ettim ama hediye edilmeyecek kadar kalitesi düşük sipariş ederken iki kere düşünün derim.;0
Ürün resimde görüldüğü gibi tam siyah değil duruşu da biraz yamuk gibi o yüzden begenmedim hiç ama kullanılabilir mi evet kullanılır;0
görünenin aksine kalitesiz bi ürün geldi hiç memnun kalmadım. Daha da alışveriş yapmam.;0
Ürün elime belirtilen tarihler arasında geldi. Fakat, beklediğimden daha da küçük geldi. 14 yaşındaki kardeşime verdim artık.;0
Ürün paketlenmesi ve kargolanmasi çok kötüydü sert bi kutu yerine karton kutuya koyup yollamışlar. Birde Fiyatının gözlüğü değil Allahtan indirimdeyken almışım çok da zoruma gitmedi.;0
Gönderilen cam siyah bile değil. Camı aşırı kalitesiz yarısı beyaz resmen. İnsanın gözüne güneş yansıma yapıyor. Güneş gözlüğü değil de kör eden gözlük desek çok daha doğru olabilir.;0
Abi niye resimdeki ürünle aynı ürünü göndermesiniz ki. Camı resimden tamamen farklı ve gelen ürününün de sol camı daha karanlık. Takıldığı zaman sol göz sağ gözden farklı görüyor. Ayrıca sapı çizik. Rezalet.;0
ürünü beğenmedim tam net göstermiyor biraz bulanık gösteriyor.;0
Almayın pişman olursunuz. 2 ürünümü de yanlış yollamışlar. Gelen ürünler kötü olduğu gibi yamuktu da iade etmek zorunda kaldım.;0
Ürün hem kalitesiz hem de küçük;0
Paketlemesi hayli özensizdi. Pek tavsiye edemeyeceğim arkadaşlar;0
Çok kaliteli bir şey beklemeyin. Biraz küçük;0
aldığım gibi elimde bölündü sanırım takamıcan zaten çok küçüktü gerçekten çok küçüktü;0
kaliteli ama kucuk yüzlülere daha uygun cok şık;2
Çok küçük bir ürün çoçuk gözlüğü anlatıldığı gibi çok da kaliteli değil;0
Pazar malı ile aynı kalitede;0
Fena değil. İndirimden almıştım bu fiyata gayet normal;2
Biraz basit bir ürün. Yüzüme küçük geldi. Kızıma verdim;0
Ben beğenmedim. camı dışa çıkık ve yamuk, bu fiyata daha iyi gözlükler alabilirsiniz;0
Ürün resimdeki gibi değil camının altı açık renk üstü koyu resimdeki gibi komple camı siyah değil;0
Paketleme çok kötüydü keşke bir tane kutuya koyup gönderseydiniz;0
begenmedim Asiri buyuk burun kismi. bana olmuyor;0
renk sekronu cok kotu şık duruyor ama fazla karanlik;0
Arası çok açık iade ettim alacaklar bunu bilerek alsın derim ??;0
CAMLAR AŞIRI KOYU NEDENSE...ÇOK SAĞLAM GÖRÜNMÜYOR AYRICA;0
Çok dandik bir gözlük hiç kullanışlı değil;0
çok kaliteli bir ürün değil dikkat edin küçük bir gözlük;0
elime ulaşması uzun zaman buldu. iade ettim, önermiyorum.;0
çocuk gözlüğü resmen kardeşime verdim o kullancak yüzü büyük olanlar tercih etmesin;0
Kafaya ufak geliyor burun üstüne oturmuyor (burnum küçük olmasına rağmen;0
Siyah camlı diye almıştım Gelince lacivertİmsi olduğunu fark ettim Güzel duruyor ama tavsiye etmem;0
Beklediğim gibi değil fotoğraf açısı daha fazla olması gerekiyor ;0
ÇOK BEĞENEMEDİM YAMUK GİBİ GÖZLÜK BİR DÜZENSİZLİK VAR HOŞ DURMUYOR ÇOK AYRIK VE AÇIK YANLARI;0
bi tarafı eğik geldigi icin iade etmek zorunda kaldik;0
Pek saglam degil;0
ürün çok dandik. bi tarafı çok gevşek diğer tarafı da çok sıkı. parasının malı değil;0
Ürün camı ile cerceve arasında boşluk mevcut.Kusurlu gönderim mevcut.;0
ürün uygun fiyatlı ama ebatı küçük küçük yüzünüz varsa alabilrsiniz;0
metali çok kötü yamulmaya müsait ama bu fiyata da anca bu kadar;0
biraz küçük geldi. ve paket çok özensizdi.;0
2 caminda da cizik varmis degistirme imkanimiz varmidir?;0
resimler de göründüğü gibi değil koyu siyah görünüyor ama açık renk;0
urun kuçuk geldi ve çok ince ve hasas yere duşerse hemen kirilir verer gibi bir hissi var;0
beklentimin çok altında kaldı çünkü oldukça küçük;0
arkadaşlar ürün çok küçük çocuk gözlüğü bu sakın almayin;0
cok kucuk geldi.oyuncak gibi.cocuguma bile olmadi;0
Çok kalitesiz ve burna oturan silikon kısmı bir tarafta yoktu.;0
Arka tarafı çok net göstermiyor bence araba kullanırken çok rahat etmiyorum bir tık da yamuk geldi;0
bekledigim kalitenin altında ama f/p oranı ile göz ardı edilebilinir bir durum;0
günesi kirma ozelligi guzel yalniz çercevesi çocuklqr icin eriskinler icin tavsiye etmem.;0
hiç beklediğim gibi çıkmadı kulaklık demirleri çok sert açılıp kapanmıyor;0
gözlük dış görünüş olarak güzel ama gözlerinizi ağrıtıyor.;0
malesef göründüğü gibi kaliteli değil;0
rengi orda göründüğü gibi değil ama idare eder;2
Ucuz olduğu için hiçbir kalite beklemeyin. Kafana takarken içe bombeli oluyor vs;0
Ürün bana ekranı çizik geldi ama genel olarak sıradan günlük bir ürün.;0
Yamuk geldi. Hiç beğenmedim. İade etmekle uğraşmadım açıkçası;0
ürün kafama çok küçük geldi sanki çocuk gözlüğü;0
bildiğin çocuk gözlüğü ve çok İnce oğluma verdim 10 yaşında o takıyor artık.;0
Gözlük burnumu acıtıyor. Biraz sert. Göründüğü kadar kaliteli değil.;0
Çok çirkin bir gözlük gerçekten ortası ayrık duruyor ve kafam büyük olmasına rağmen kocaman durdu.;0
cam rengi çok koyu genel olarak kötü değil;2
urunu beğenmedim kalitesi kötü ancak kulpları çok bol;0
kutusu yok karton sarmışlar dışına sol tarafa açılan oynuyor bence almayın;0
Burnun çok tepesinde kalıyor ara kısım;0
kulanılmış gibi marka model yaziları silik;0
cami bambaşka;0
6 gündür izmirden İstanbula gelemiyor şaka gibi 6 günde ülkeler arası kargo gidip geliyor pes;0
Kesinlikle almayın 5-6 yaş çocuk gözlüğü gibi çok küçük ve çok havada duruyor göze yakım değil !;0
Ürün hiç beğenmedim gorseldeki gibi değil paketlemede ozenilmemis;0
Bir yıldızı bile hak etmiyor berbat dandik;0
Gözlüğü takınca buğulu gösteriyor. Cam kalitesi iyi gelmedi iade edeceğim.;0
15 gün bekledim ve camı çatlak alakasız ve kalitesiz bir ürün ulaştı elime iade ettim.;0
fiyatına göre gayet güzel. ama teslimat çok kötü.;0
Resimdekiyle alakası yok çok kötü ve aşırı kalitesiz;0
Kaliteli diyemem sevmedim satıcı da bi o kadar alakasız pişman oldum iade ettim ??;0
Arkadaşlar ürün yamulmuş bi şekilde geldi, ve boyutu aşırı küçük çocuk gözlüğü gibi..;0
çocuk gözlüğü gibi ufacık böyle beklemiyordum;0
Siyah renk çerçeve yerine metal renk göndermişler,cam boyutu küçük;0
hiç beğenmedim göründüğü gibi bir ürün değil kesinlikle tavsiye etmiyorum;0
göründüğü gibi bir ürün deyil maalesef;0
Ürün kalitesiz ve yamuk çıktı takınca dünyam döndü zaten hiç beğenmedim iade ediyorum;0
Eşime almıştım çok küçük ve oyuncak gibi ??;0
üründen hiç memnun kalmadım çok kalitesiz ve canlar çok siyah;0
urun kargoda kayboldu 1 aydan fazla elime geçsin diye uğraştım olmadi şimdide iadesiyle uğraşıyorum;0
Siyah gözlük yazıyordu mor geldi saçmalık;0
Ürünün camı çatlak geldiği için iade süreci başlattım;0
Berbat 10 liraya dahil alınmaz etmez iade edeceğim pişmanım;0
Gözlük çerçevesi yamuk geldi !!! sağ sapı yamuk .;0
bir milyoncudan almış gibi bi gözlük cerceve küçük dandik bisey tavsiye etmiyorum;0
Çok küçük geldi iade ettim. Tavsiye etmem çok ince.;0
Yanlış ürün n yollanmış;0
Hiç sevmedim çok dandık duruyor tavsiye etmem;0
Ürünun kolları hafif yamulmuş ve kapanmıyor tam olarak tavsiye etmem;0
Siyah sipariş ettim kahverengi geldi ;0
kalitesiz göründüğü gibi değil her an kırılabilir;0
Beklediğim gibi değildi sakın almayın. Fotoğrafla alakası yok. Güzel olan tek şey kutusuydu.;0
Yamuk geldi gözlük. Sağ camı yukarda sol camı aşağıda .;0
hiç beklediğim gibi değil camlar kırmızı çerçeve beyaz geldi.;0
ürün kaliteli falan değil. görüldüğu gibi de değil;0
berbat ötesi bir ürün dalga geçer gibi bez parçasına koymuşlar sakın almayın derim;0
Çocuk gözlüğü falan herhalde bunlar küçücük geldi;0
Kesinlikle almayın çok kalitesiz duruyor ve yamuk paranıza yazık;0
urun çok kaliteli değil benimki yamuktu sapları çok ince;0
Çok kalitesiz. Açıp kapatırken güç uygulamak gerekiyor. Aynı zamanda yamuk.;0
Çok kötü ve küçük sakın almayın bunu satarken insan utanır...;0
ürünü asla tavsiye etmem göründüğü gibi deil erkek gizligu gibi yani iğrenç!!!;0
Ne koruma kabı nede temizleme bezi vardı beğenmedim ürünü;0
Gözlüğün metalleri biraz dandik gibi ama kullanıp göreceğiz;0
Gözlük küçük ve aldığım fiyatın yarısına inmiş almayınnn;0
